InstanceName: Solomon-C203-25
Q: 700

         R         X         Y         Q         A         B         S
       R-D        40        50         0         0      3390         0
       R-1        52        75        10         0      3272        90
       R-2        45        70        30         0      3279        90
       R-3        62        69        10         0      3270        90
       R-4        60        66        10      1261      1421        90
       R-5        42        65        10         0      3284        90
       R-6        16        42        20       497       657        90
       R-7        58        70        20         0      3273        90
       R-8        34        60        20      2887      3047        90
       R-9        28        70        10      2601      2761        90
      R-10        35        66        10      2791      2951        90
      R-11        35        69        10      2698      2858        90
      R-12        25        85        20         0      3261        90
      R-13        22        75        30      2405      2565        90
      R-14        22        85        10         0      3260        90
      R-15        20        80        40      2216      2376        90
      R-16        20        85        40         0      3259        90
      R-17        18        75        20      2311      2471        90
      R-18        15        75        20         0      3264        90
      R-19        15        80        10         0      3260        90
      R-20        30        50        10         0      3290        90
      R-21        30        56        20         0      3288        90
      R-22        28        52        20        22       182        90
      R-23        14        66        10      1643      1803        90
      R-24        25        50        10         0      3285        90
      R-25        22        66        40      2504      2664        90
