InstanceName: Solomon-C103-50
Q: 200

         R         X         Y         Q         A         B         S
       R-D        40        50         0         0      1236         0
       R-1        45        68        10         0      1127        90
       R-2        45        70        30         0      1125        90
       R-3        42        66        10         0      1129        90
       R-4        42        68        10       727       782        90
       R-5        42        65        10         0      1130        90
       R-6        40        69        20       621       702        90
       R-7        40        66        20         0      1130        90
       R-8        38        68        20       255       324        90
       R-9        38        70        10       534       605        90
      R-10        35        66        10       357       410        90
      R-11        35        69        10       448       505        90
      R-12        25        85        20         0      1107        90
      R-13        22        75        30        30        92        90
      R-14        22        85        10         0      1106        90
      R-15        20        80        40       384       429        90
      R-16        20        85        40         0      1105        90
      R-17        18        75        20        99       148        90
      R-18        15        75        20         0      1110        90
      R-19        15        80        10         0      1106        90
      R-20        30        50        10         0      1136        90
      R-21        30        52        20         0      1135        90
      R-22        28        52        20       812       883        90
      R-23        28        55        10       732       777        90
      R-24        25        50        10         0      1131        90
      R-25        25        52        40       169       224        90
      R-26        25        55        10         0      1130        90
      R-27        23        52        10       261       316        90
      R-28        23        55        20         0      1128        90
      R-29        20        50        10         0      1126        90
      R-30        20        55        10       449       504        90
      R-31        10        35        20         0      1112        90
      R-32        10        40        30         0      1114        90
      R-33         8        40        40        87       158        90
      R-34         8        45        20         0      1113        90
      R-35         5        35        10       283       344        90
      R-36         5        45        10       665       716        90
      R-37         2        40        20         0      1106        90
      R-38         0        40        30       479       522        90
      R-39         0        45        20       567       624        90
      R-40        35        30        10       264       321        90
      R-41        35        32        10       166       235        90
      R-42        33        32        20        68       149        90
      R-43        33        35        10         0      1129        90
      R-44        32        30        10       359       412        90
      R-45        30        30        10       541       600        90
      R-46        30        32        30         0      1125        90
      R-47        30        35        10         0      1127        90
      R-48        28        30        10         0      1122        90
      R-49        28        35        10      1001      1066        90
      R-50        26        32        10         0      1123        90
