InstanceName: Solomon-C104-25
Q: 200

         R         X         Y         Q         A         B         S
       R-D        40        50         0         0      1236         0
       R-1        45        68        10         0      1127        90
       R-2        45        70        30         0      1125        90
       R-3        42        66        10         0      1129        90
       R-4        42        68        10       727       782        90
       R-5        42        65        10         0      1130        90
       R-6        40        69        20         0      1127        90
       R-7        40        66        20         0      1130        90
       R-8        38        68        20       255       324        90
       R-9        38        70        10       534       605        90
      R-10        35        66        10         0      1129        90
      R-11        35        69        10       448       505        90
      R-12        25        85        20         0      1107        90
      R-13        22        75        30        30        92        90
      R-14        22        85        10         0      1106        90
      R-15        20        80        40       384       429        90
      R-16        20        85        40         0      1105        90
      R-17        18        75        20         0      1112        90
      R-18        15        75        20         0      1110        90
      R-19        15        80        10         0      1106        90
      R-20        30        50        10         0      1136        90
      R-21        30        52        20         0      1135        90
      R-22        28        52        20         0      1133        90
      R-23        28        55        10       732       777        90
      R-24        25        50        10         0      1131        90
      R-25        25        52        40       169       224        90
